S_No,Speed_Range,Weight,Dead_Alive,Airbag,Seatbelt,Frontal,Sex,Age_of_Occupant,Year_of_Accident,Vehicle_Year,Airbag_Deploy,Occ_Role,Inj_Severity
7780, 10-24,45.812,alive,Airbag,No,TRUE,Male,26,1998,1995,Deploy,Driver,3
7781, 10-24,45.812,alive,Airbag,Yes,TRUE,Male,25,1998,1995,Deploy,Passenger,2
7782, 10-24,71.1,alive,Airbag,No,TRUE,Female,31,1998,1996,Deploy,Driver,2
7783, 10-24,71.1,alive,Airbag,No,TRUE,Female,22,1998,1996,Deploy,Passenger,3
7784,25-39,71.1,alive,No Airbag,No,TRUE,Female,21,1998,1984,Unavailable,Driver,3
7785,25-39,71.1,alive,No Airbag,Yes,FALSE,Male,16,1998,1985,Unavailable,Driver,1
7786,25-39,71.1,alive,No Airbag,No,FALSE,Male,16,1998,1985,Unavailable,Passenger,3
7787,25-39,71.1,alive,No Airbag,Yes,TRUE,Male,57,1998,1990,Unavailable,Driver,2
7788, 10-24,991.897,alive,Airbag,Yes,TRUE,Male,60,1998,1996,NoDeploy,Driver,0
7789, 10-24,991.897,alive,Airbag,Yes,TRUE,Female,56,1998,1996,NoDeploy,Passenger,0
7790, 10-24,93.701,alive,No Airbag,Yes,FALSE,Female,53,1998,1991,Unavailable,Driver,1
7791, 10-24,0,alive,Airbag,Yes,TRUE,Female,26,1998,1998,Deploy,Driver,1
7792,40-54,0,alive,Airbag,Yes,TRUE,Female,25,1998,1998,Deploy,Driver,3
7793, 10-24,0,alive,Airbag,Yes,TRUE,Male,69,1998,1998,Deploy,Driver,2
7794, 10-24,0,alive,Airbag,Yes,TRUE,Female,71,1998,1998,Deploy,Passenger,2
7795, 10-24,0,alive,Airbag,Yes,TRUE,Male,18,1998,1998,Deploy,Driver,0
7796, 10-24,0,alive,Airbag,Yes,TRUE,Male,30,1998,1998,Deploy,Driver,0
7797, 10-24,217.338,alive,No Airbag,No,FALSE,Female,39,1998,1991,Unavailable,Driver,3
7798,25-39,217.338,alive,No Airbag,Yes,TRUE,Male,16,1998,1985,Unavailable,Driver,3
7799,25-39,137.307,alive,Airbag,No,TRUE,Male,38,1998,1995,Deploy,Driver,3
7800,25-39,222.771,alive,No Airbag,Yes,FALSE,Male,84,1998,1978,Unavailable,Driver,3
7801,25-39,222.771,alive,Airbag,No,TRUE,Female,29,1998,1992,Deploy,Driver,2
7802,25-39,222.771,alive,No Airbag,No,TRUE,Female,17,1998,1992,Unavailable,Passenger,2
7803,40-54,135.836,alive,No Airbag,No,TRUE,Male,58,1998,1984,Unavailable,Driver,3
7804, 10-24,773.605,alive,No Airbag,Yes,TRUE,Female,32,1998,1993,Unavailable,Driver,2
7805, 10-24,135.836,alive,No Airbag,Yes,FALSE,Male,54,1998,1988,Unavailable,Driver,3
7806, 10-24,135.836,alive,No Airbag,Yes,TRUE,Female,16,1998,1989,Unavailable,Driver,2
7807, 10-24,135.836,alive,No Airbag,Yes,TRUE,Male,17,1998,1989,Unavailable,Passenger,0
7808, 10-24,401.129,alive,No Airbag,Yes,TRUE,Female,54,1998,1993,Unavailable,Driver,2
7809,25-39,382.027,alive,No Airbag,No,TRUE,Male,55,1998,1983,Unavailable,Driver,2
7810,25-39,382.027,alive,No Airbag,No,TRUE,Male,23,1998,1983,Unavailable,Passenger,2
7811,25-39,406.954,dead,No Airbag,Yes,FALSE,Male,86,1998,1984,Unavailable,Driver,4
7812,25-39,406.954,alive,No Airbag,No,TRUE,Male,57,1998,1982,Unavailable,Driver,3
7813,40-54,192.181,alive,No Airbag,Yes,TRUE,Male,44,1998,1993,Unavailable,Driver,2
7814, 10-24,2026.846,alive,Airbag,Yes,TRUE,Male,23,1998,1993,Deploy,Driver,2
7815,55+,137.307,alive,Airbag,Yes,TRUE,Male,22,1998,1995,Deploy,Driver,3
7816,55+,137.307,alive,No Airbag,Yes,TRUE,Male,41,1998,1994,Unavailable,Driver,2
7817, 10-24,282.648,alive,No Airbag,Yes,FALSE,Male,85,1998,1981,Unavailable,Driver,3
7818, 10-24,282.648,alive,No Airbag,Yes,TRUE,Female,51,1998,1989,Unavailable,Driver,2
7819, 10-24,157.57,alive,No Airbag,Yes,FALSE,Male,35,1998,1985,Unavailable,Driver,3
7820, 10-24,157.57,alive,No Airbag,Yes,TRUE,Female,42,1998,1989,Unavailable,Driver,3
7821, 10-24,157.57,alive,No Airbag,Yes,TRUE,Male,20,1998,1989,Unavailable,Passenger,3
7822, 10-24,518.128,alive,Airbag,No,FALSE,Female,37,1998,1995,NoDeploy,Driver,2
7823, 10-24,153.042,alive,No Airbag,No,TRUE,Male,37,1998,1987,Unavailable,Driver,2
7824, 10-24,153.042,alive,No Airbag,No,TRUE,Male,22,1998,1987,Unavailable,Passenger,3
7825, 1-9,153.042,alive,No Airbag,Yes,FALSE,Female,33,1998,1978,Unavailable,Driver,1
7826,25-39,527.497,alive,No Airbag,No,TRUE,Female,83,1998,1983,Unavailable,Driver,3
7827,25-39,527.497,alive,No Airbag,Yes,TRUE,Female,63,1998,1983,Unavailable,Passenger,3
7828,25-39,248.031,alive,Airbag,Yes,FALSE,Male,42,1998,1997,NoDeploy,Driver,1
7829,25-39,407.508,alive,No Airbag,No,TRUE,Male,19,1998,1986,Unavailable,Driver,0
7830,25-39,407.508,alive,No Airbag,No,TRUE,Female,22,1998,1986,Unavailable,Passenger,3
7831, 10-24,547.23,alive,No Airbag,No,FALSE,Female,38,1998,1987,Unavailable,Driver,3
7832,55+,144.516,alive,Airbag,Yes,TRUE,Male,21,1998,1997,Deploy,Driver,3
7833,25-39,142.175,alive,Airbag,No,TRUE,Female,70,1998,1992,Deploy,Driver,3
7834,25-39,142.175,alive,No Airbag,No,TRUE,Female,89,1998,1992,Unavailable,Passenger,3
7835, 10-24,353.174,alive,No Airbag,Yes,FALSE,Female,77,1998,1982,Unavailable,Driver,0
7836, 10-24,353.174,alive,No Airbag,Yes,FALSE,Male,83,1998,1982,Unavailable,Passenger,0
7837, 1-9,353.174,alive,No Airbag,No,TRUE,Male,25,1998,1987,Unavailable,Driver,3
7838, 1-9,353.174,alive,No Airbag,No,TRUE,Male,18,1998,1987,Unavailable,Passenger,3
7839, 1-9,1502.901,alive,Airbag,Yes,TRUE,Female,24,1998,1994,NoDeploy,Driver,0
7840, 1-9,1502.901,alive,Airbag,Yes,TRUE,Male,25,1998,1994,NoDeploy,Passenger,0
7841,25-39,137.307,alive,No Airbag,No,FALSE,Male,19,1998,1993,Unavailable,Driver,1
7842,25-39,137.307,alive,Airbag,Yes,TRUE,Female,33,1998,1996,Deploy,Driver,3
7843,25-39,137.307,alive,Airbag,Yes,TRUE,Male,42,1998,1996,Deploy,Passenger,1
7844, 10-24,150.29,alive,Airbag,Yes,TRUE,Male,71,1998,1997,NoDeploy,Driver,0
7845, 10-24,150.29,alive,Airbag,Yes,TRUE,Male,30,1998,1997,NoDeploy,Passenger,0
7846,25-39,143.534,alive,Airbag,Yes,TRUE,Female,74,1998,1994,Deploy,Driver,3
7847,25-39,143.534,alive,Airbag,Yes,TRUE,Male,16,1998,1996,Deploy,Driver,3
7848, 10-24,135.836,alive,No Airbag,Yes,FALSE,Female,76,1998,1990,Unavailable,Driver,3
7849,55+,142.628,alive,Airbag,Yes,TRUE,Male,25,1998,1997,Deploy,Driver,0
7850,55+,142.628,alive,Airbag,No,TRUE,Female,43,1998,1997,Deploy,Passenger,3
7851,40-54,142.845,alive,No Airbag,Yes,FALSE,Female,47,1998,1986,Unavailable,Driver,3
7852,40-54,142.845,alive,No Airbag,Yes,FALSE,Female,18,1998,1986,Unavailable,Passenger,3
7853,40-54,142.845,alive,Airbag,Yes,TRUE,Female,18,1998,1998,Deploy,Driver,2
7854, 10-24,119.739,alive,No Airbag,Yes,FALSE,Male,17,1998,1991,Unavailable,Driver,0
7855, 10-24,119.739,alive,Airbag,Yes,TRUE,Female,17,1998,1998,NoDeploy,Driver,1
7856, 10-24,119.739,alive,Airbag,Yes,TRUE,Female,16,1998,1998,NoDeploy,Passenger,0
7857, 10-24,0,alive,Airbag,No,TRUE,Male,21,1998,1998,Deploy,Driver,0
7858, 10-24,0,alive,Airbag,No,TRUE,Male,26,1998,1998,Deploy,Passenger,0
7859,25-39,688.555,alive,No Airbag,Yes,TRUE,Male,31,1998,1986,Unavailable,Driver,0
7860,25-39,688.555,alive,No Airbag,Yes,TRUE,Male,25,1998,1986,Unavailable,Passenger,0
7861,25-39,71.666,alive,No Airbag,No,TRUE,Male,23,1998,1978,Unavailable,Driver,3
7862,25-39,71.666,alive,No Airbag,No,FALSE,Male,52,1998,1987,Unavailable,Driver,3
7863, 10-24,75.418,alive,No Airbag,No,TRUE,Male,28,1998,1982,Unavailable,Driver,3
7864, 10-24,75.418,alive,No Airbag,Yes,FALSE,Male,65,1998,1993,Unavailable,Driver,0
7865, 10-24,75.418,alive,No Airbag,Yes,FALSE,Female,61,1998,1993,Unavailable,Passenger,0
7866, 10-24,75.418,alive,No Airbag,Yes,TRUE,Female,73,1998,1989,Unavailable,Driver,3
7867,55+,64.856,alive,Airbag,Yes,FALSE,Male,21,1998,1997,NoDeploy,Driver,2
7868,40-54,64.856,alive,Airbag,No,TRUE,Male,47,1998,1995,Deploy,Driver,2
7869,40-54,64.856,alive,Airbag,Yes,TRUE,Female,47,1998,1995,Deploy,Passenger,3
7870,25-39,64.856,alive,Airbag,Yes,FALSE,Female,73,1998,1995,NoDeploy,Driver,3
7871,25-39,64.856,alive,Airbag,Yes,TRUE,Female,16,1998,1993,Deploy,Driver,1
7872,25-39,64.856,alive,No Airbag,Yes,TRUE,Male,18,1998,1993,Unavailable,Passenger,0
7873, 10-24,56.892,alive,Airbag,Yes,TRUE,Female,18,1998,1991,Deploy,Driver,0
7874, 10-24,56.892,alive,No Airbag,No,TRUE,Female,18,1998,1991,Unavailable,Passenger,3
7875, 10-24,56.892,alive,Airbag,Yes,FALSE,Male,18,1998,1995,Deploy,Driver,2
7876, 10-24,7256.1,alive,No Airbag,Yes,TRUE,Male,38,1998,1991,Unavailable,Driver,0
7877, 10-24,56.892,alive,Airbag,Yes,FALSE,Male,65,1998,1998,NoDeploy,Driver,3
7878, 10-24,134.662,alive,Airbag,Yes,FALSE,Female,41,1998,1997,NoDeploy,Driver,3
7879, 10-24,295.787,alive,No Airbag,Yes,FALSE,Female,30,1998,1982,Unavailable,Driver,2
7880, 10-24,295.787,alive,No Airbag,No,FALSE,Female,41,1998,1982,Unavailable,Passenger,1
7881, 10-24,56.282,alive,No Airbag,Yes,FALSE,Male,34,1998,1987,Unavailable,Driver,0
7882,25-39,593.582,alive,No Airbag,Yes,TRUE,Female,63,1998,1992,Unavailable,Driver,3
7883,25-39,593.582,alive,No Airbag,No,TRUE,Female,62,1998,1992,Unavailable,Passenger,3
7884, 10-24,87.05,alive,Airbag,Yes,FALSE,Male,37,1998,1997,NoDeploy,Driver,2
7885, 10-24,87.05,alive,Airbag,Yes,FALSE,Female,30,1998,1997,NoDeploy,Passenger,0
7886, 10-24,87.05,alive,No Airbag,Yes,TRUE,Male,26,1998,1988,Unavailable,Driver,2
7887, 10-24,87.05,alive,No Airbag,No,TRUE,Male,34,1998,1988,Unavailable,Passenger,3
7888, 10-24,918.073,alive,No Airbag,Yes,FALSE,Female,18,1998,1988,Unavailable,Driver,3
7889, 10-24,72.791,alive,No Airbag,Yes,FALSE,Female,72,1998,1990,Unavailable,Driver,3
7890, 10-24,72.791,alive,Airbag,Yes,TRUE,Female,68,1998,1994,Deploy,Driver,2
7891, 10-24,72.791,alive,No Airbag,Yes,TRUE,Male,75,1998,1994,Unavailable,Passenger,2
7892, 10-24,142.46,alive,Airbag,Yes,FALSE,Male,82,1998,1990,NoDeploy,Driver,2
7893, 10-24,142.46,alive,Airbag,Yes,FALSE,Female,83,1998,1990,NoDeploy,Passenger,2
7894, 1-9,142.46,alive,No Airbag,No,TRUE,Female,30,1998,1994,Unavailable,Driver,2
7895,25-39,77.962,alive,Airbag,Yes,TRUE,Male,60,1998,1997,Deploy,Driver,2
7896,25-39,77.962,alive,Airbag,Yes,TRUE,Female,71,1998,1997,Deploy,Passenger,3
7897,25-39,214.987,alive,Airbag,Yes,TRUE,Male,21,1998,1997,Deploy,Driver,2
7898, 10-24,214.987,alive,No Airbag,No,TRUE,Male,29,1998,1992,Unavailable,Driver,2
7899, 10-24,214.987,alive,No Airbag,No,TRUE,Male,26,1998,1992,Unavailable,Passenger,2
7900,25-39,58.957,alive,No Airbag,Yes,TRUE,Male,18,1998,1978,Unavailable,Driver,2
7901, 10-24,213.689,alive,No Airbag,Yes,TRUE,Male,73,1998,1988,Unavailable,Driver,0
7902, 10-24,213.689,alive,No Airbag,Yes,TRUE,Female,71,1998,1988,Unavailable,Passenger,0
7903,55+,58.957,alive,No Airbag,No,TRUE,Male,24,1998,1994,Unavailable,Driver,3
7904,55+,58.957,dead,No Airbag,No,FALSE,Female,74,1998,1989,Unavailable,Driver,4
7905, 10-24,56.892,alive,Airbag,Yes,FALSE,Female,69,1998,1996,NoDeploy,Driver,3
7906,40-54,56.282,alive,No Airbag,Yes,TRUE,Male,44,1998,1977,Unavailable,Driver,3
7907,40-54,86.273,dead,Airbag,No,TRUE,Male,18,1998,1995,NoDeploy,Driver,4
7908,40-54,56.892,alive,No Airbag,No,TRUE,Male,43,1998,1985,Unavailable,Driver,3
7909,40-54,56.892,alive,Airbag,Yes,FALSE,Male,39,1998,1998,NoDeploy,Driver,3
7910,40-54,56.892,alive,Airbag,Yes,FALSE,Male,32,1998,1998,NoDeploy,Passenger,3
7911,25-39,664.811,alive,Airbag,Yes,TRUE,Female,31,1998,1993,Deploy,Driver,3
7912, 10-24,56.282,alive,No Airbag,Yes,FALSE,Female,19,1998,1980,Unavailable,Driver,3
7913, 10-24,700.548,alive,No Airbag,Yes,TRUE,Female,46,1998,1979,Unavailable,Driver,0
7914, 10-24,700.548,alive,Airbag,Yes,FALSE,Female,40,1998,1998,NoDeploy,Driver,0
7915,25-39,56.892,alive,Airbag,No,TRUE,Male,42,1998,1997,Deploy,Driver,3
7916, 10-24,170.1,alive,No Airbag,Yes,FALSE,Female,47,1998,1986,Unavailable,Driver,2
7917,25-39,58.361,alive,Airbag,Yes,TRUE,Male,52,1998,1997,Deploy,Driver,2
7918,40-54,58.361,alive,No Airbag,Yes,FALSE,Female,33,1998,1984,Unavailable,Driver,2
7919,40-54,58.361,alive,No Airbag,Yes,FALSE,Female,51,1998,1984,Unavailable,Passenger,3
7920,25-39,89.076,alive,Airbag,Yes,FALSE,Male,24,1998,1995,Deploy,Driver,3
7921,25-39,89.076,alive,Airbag,Yes,TRUE,Female,22,1998,1995,Deploy,Driver,2
7922,25-39,89.076,alive,Airbag,Yes,TRUE,Female,22,1998,1995,Deploy,Passenger,2
7923, 10-24,56.282,alive,No Airbag,Yes,TRUE,Female,49,1998,1989,Unavailable,Driver,2
7924,25-39,56.282,alive,No Airbag,Yes,FALSE,Male,71,1998,1984,Unavailable,Driver,3
7925,40-54,56.282,alive,No Airbag,Yes,TRUE,Female,24,1998,1987,Unavailable,Driver,2
7926, 1-9,49.612,alive,Airbag,Yes,TRUE,Male,77,1998,1994,NoDeploy,Driver,3
7927, 10-24,49.612,alive,Airbag,Yes,TRUE,Female,19,1998,1995,NoDeploy,Driver,3
7928, 10-24,49.612,alive,Airbag,Yes,TRUE,Male,20,1998,1995,NoDeploy,Passenger,3
7929, 10-24,181.912,alive,Airbag,Yes,FALSE,Female,16,1998,1996,Deploy,Driver,2
7930, 10-24,181.912,alive,Airbag,Yes,TRUE,Female,34,1998,1991,Deploy,Driver,2
7931, 10-24,609.41,alive,No Airbag,Yes,TRUE,Male,39,1998,1992,Unavailable,Driver,0
7932, 10-24,609.41,alive,No Airbag,Yes,TRUE,Male,46,1998,1992,Unavailable,Passenger,0
7933, 10-24,609.41,alive,No Airbag,No,TRUE,Male,39,1998,1978,Unavailable,Driver,1
7934,25-39,96.862,alive,Airbag,Yes,FALSE,Male,64,1998,1996,NoDeploy,Driver,3
7935,25-39,96.862,alive,Airbag,No,FALSE,Female,64,1998,1996,NoDeploy,Passenger,3
7936,25-39,324.491,alive,No Airbag,No,FALSE,Female,26,1998,1985,Unavailable,Driver,0
7937,25-39,324.491,alive,No Airbag,No,FALSE,Female,34,1998,1985,Unavailable,Passenger,1
7938, 10-24,211.621,alive,Airbag,Yes,TRUE,Male,73,1998,1994,Deploy,Driver,2
7939, 10-24,211.621,alive,No Airbag,Yes,TRUE,Female,28,1998,1991,Unavailable,Driver,3
7940, 10-24,56.282,alive,No Airbag,Yes,TRUE,Female,18,1998,1989,Unavailable,Driver,0
7941, 10-24,56.282,alive,No Airbag,Yes,FALSE,Male,38,1998,1985,Unavailable,Driver,3
7942, 10-24,56.282,alive,No Airbag,Yes,FALSE,Male,31,1998,1985,Unavailable,Passenger,3
7943,25-39,132.326,alive,Airbag,Yes,TRUE,Female,24,1998,1997,Deploy,Driver,1
7944, 10-24,132.326,alive,Airbag,Yes,TRUE,Male,28,1998,1996,Deploy,Driver,1
7945,40-54,237.431,alive,Airbag,Yes,TRUE,Female,18,1998,1995,Deploy,Driver,3
7946,40-54,237.431,alive,Airbag,No,TRUE,Male,16,1998,1995,Deploy,Passenger,0
7947,25-39,237.431,alive,No Airbag,No,TRUE,Female,31,1998,1992,Unavailable,Driver,3
7948,25-39,1872.395,alive,No Airbag,Yes,FALSE,Female,28,1998,1991,Unavailable,Driver,0
7949,25-39,4.382,alive,Airbag,No,TRUE,Male,60,1998,1996,Deploy,Driver,3
7950,40-54,3.015,dead,No Airbag,Yes,FALSE,Male,16,1998,1981,Unavailable,Driver,4
7951,25-39,448.081,alive,No Airbag,Yes,TRUE,Female,38,1998,1978,Unavailable,Driver,2
7952,25-39,5.114,alive,No Airbag,Yes,TRUE,Male,20,1998,1990,Unavailable,Driver,3
7953,25-39,5.114,alive,No Airbag,Yes,TRUE,Male,18,1998,1990,Unavailable,Passenger,2
7954,25-39,5.114,alive,Airbag,Yes,TRUE,Male,33,1998,1998,Deploy,Driver,1
7955,25-39,5.114,alive,Airbag,Yes,TRUE,Female,31,1998,1998,Deploy,Passenger,1
7956,25-39,3.686,alive,Airbag,Yes,TRUE,Male,29,1998,1997,Deploy,Driver,3
7957, 10-24,3.686,alive,Airbag,No,FALSE,Male,34,1998,1991,NoDeploy,Driver,1
7958,25-39,3.856,alive,No Airbag,Yes,TRUE,Male,20,1998,1989,Unavailable,Driver,1
7959,25-39,3.856,alive,No Airbag,No,TRUE,Male,20,1998,1989,Unavailable,Passenger,0
7960,25-39,3.856,alive,No Airbag,Yes,FALSE,Male,24,1998,1987,Unavailable,Driver,3
7961,40-54,3.856,alive,No Airbag,No,TRUE,Female,17,1998,1968,Unavailable,Driver,3
7962,40-54,1.791,alive,Airbag,Yes,FALSE,Male,38,1998,1997,Deploy,Driver,2
7963,40-54,1.791,alive,Airbag,Yes,FALSE,Female,47,1998,1997,Deploy,Passenger,3
7964,40-54,39.095,alive,Airbag,No,TRUE,Male,21,1998,1995,Deploy,Driver,2
7965,25-39,39.095,alive,No Airbag,Yes,TRUE,Male,39,1998,1966,Unavailable,Driver,2
7966,25-39,39.095,alive,Airbag,Yes,TRUE,Female,76,1998,1994,Deploy,Driver,1
7967,55+,59.94,alive,No Airbag,Yes,TRUE,Male,29,1998,1985,Unavailable,Driver,2
7968, 10-24,299.272,alive,No Airbag,Yes,TRUE,Male,41,1998,1983,Unavailable,Driver,0
7969, 10-24,299.272,alive,No Airbag,Yes,TRUE,Female,19,1998,1983,Unavailable,Passenger,0
7970, 10-24,8.835,alive,Airbag,Yes,TRUE,Female,45,1998,1997,Deploy,Driver,1
7971,25-39,8.835,alive,No Airbag,Yes,TRUE,Female,25,1998,1992,Unavailable,Driver,3
7972, 10-24,42.075,alive,Airbag,Yes,FALSE,Female,52,1998,1996,NoDeploy,Driver,2
7973, 10-24,64.509,alive,No Airbag,Yes,TRUE,Male,25,1998,1988,Unavailable,Driver,1
7974, 10-24,64.509,alive,No Airbag,Yes,TRUE,Female,19,1998,1988,Unavailable,Passenger,2
7975, 10-24,64.509,alive,No Airbag,No,FALSE,Male,42,1998,1977,Unavailable,Driver,0
7976,25-39,64.509,alive,Airbag,Yes,TRUE,Female,37,1998,1992,Deploy,Driver,2
7977, 10-24,92.447,alive,Airbag,Yes,TRUE,Female,17,1998,1995,Deploy,Driver,0
7978, 10-24,92.447,alive,Airbag,Yes,TRUE,Female,16,1998,1995,Deploy,Passenger,0
7979, 10-24,322.084,alive,No Airbag,No,TRUE,Male,25,1998,1986,Unavailable,Driver,1
7980,55+,3.015,alive,No Airbag,Yes,FALSE,Male,16,1998,1988,Unavailable,Driver,3
7981,55+,3.015,dead,No Airbag,Yes,FALSE,Male,16,1998,1988,Unavailable,Passenger,4
7982, 10-24,45.465,alive,Airbag,Yes,TRUE,Male,44,1998,1993,Deploy,Driver,2
7983,40-54,69.706,alive,No Airbag,Yes,TRUE,Male,25,1998,1987,Unavailable,Driver,1
7984, 10-24,99.895,alive,No Airbag,Yes,FALSE,Male,28,1998,1995,Unavailable,Driver,0
7985, 10-24,348.031,alive,No Airbag,Yes,FALSE,Male,33,1998,1993,Unavailable,Driver,0
7986, 10-24,348.031,alive,No Airbag,Yes,FALSE,Female,47,1998,1993,Unavailable,Passenger,2
7987, 10-24,348.031,alive,Airbag,Yes,TRUE,Female,20,1998,1994,NoDeploy,Driver,1
7988,25-39,3.856,alive,No Airbag,Yes,TRUE,Male,19,1998,1988,Unavailable,Driver,3
7989,25-39,3.856,alive,No Airbag,Yes,TRUE,Male,20,1998,1988,Unavailable,Passenger,3
7990,55+,3.856,alive,Airbag,Yes,TRUE,Female,31,1998,1992,Deploy,Driver,3
7991,25-39,3.856,alive,No Airbag,Yes,TRUE,Male,23,1998,1981,Unavailable,Driver,0
7992,25-39,3.856,alive,No Airbag,Yes,TRUE,Female,22,1998,1981,Unavailable,Passenger,1
7993,25-39,1.574,alive,No Airbag,Yes,FALSE,Male,75,1998,1985,Unavailable,Driver,2
7994,25-39,1.574,alive,No Airbag,Yes,FALSE,Female,73,1998,1985,Unavailable,Passenger,2
7995, 10-24,3.686,alive,Airbag,Yes,TRUE,Male,63,1998,1995,Deploy,Driver,2
7996, 10-24,3.686,alive,No Airbag,Yes,TRUE,Female,62,1998,1995,Unavailable,Passenger,3
7997,40-54,0.905,dead,No Airbag,Yes,FALSE,Male,20,1998,1983,Unavailable,Driver,4
7998,40-54,0.905,alive,No Airbag,Yes,FALSE,Male,23,1998,1983,Unavailable,Passenger,2
7999, 10-24,574.224,alive,No Airbag,Yes,TRUE,Male,73,1998,1985,Unavailable,Driver,0
8000,55+,3.015,dead,Airbag,No,TRUE,Male,23,1998,1998,Deploy,Driver,4
8001,55+,3.015,dead,Airbag,No,TRUE,Female,27,1998,1998,Deploy,Passenger,4
8002,25-39,3.015,alive,No Airbag,Yes,TRUE,Male,30,1998,1990,Unavailable,Driver,2
8003,40-54,3.015,dead,No Airbag,Yes,FALSE,Male,48,1998,1984,Unavailable,Driver,4
8004,40-54,3.015,alive,No Airbag,Yes,TRUE,Male,18,1998,1986,Unavailable,Driver,2
8005,25-39,3.856,alive,No Airbag,Yes,TRUE,Male,59,1998,1993,Unavailable,Driver,3
8006,25-39,3.856,alive,No Airbag,No,TRUE,Male,34,1998,1988,Unavailable,Driver,3
8007,25-39,3.856,alive,No Airbag,No,TRUE,Male,67,1998,1988,Unavailable,Passenger,3
8008, 10-24,164.32,alive,No Airbag,Yes,FALSE,Male,40,1998,1984,Unavailable,Driver,0
8009, 10-24,164.32,alive,Airbag,Yes,TRUE,Female,32,1998,1997,Deploy,Driver,2
8010, 10-24,2.875,alive,No Airbag,Yes,TRUE,Male,67,1998,1989,Unavailable,Driver,0
8011,25-39,3.856,alive,No Airbag,Yes,TRUE,Male,17,1998,1986,Unavailable,Driver,3
8012,25-39,3.856,alive,No Airbag,No,TRUE,Female,44,1998,1986,Unavailable,Passenger,3
8013, 10-24,59.716,alive,Airbag,Yes,FALSE,Female,60,1998,1995,NoDeploy,Driver,1
8014, 10-24,91.556,alive,No Airbag,Yes,TRUE,Female,63,1998,1990,Unavailable,Driver,3
8015,25-39,131.207,alive,No Airbag,Yes,TRUE,Male,59,1998,1979,Unavailable,Driver,1
8016,25-39,131.207,alive,No Airbag,Yes,TRUE,Male,30,1998,1979,Unavailable,Passenger,1
8017,25-39,3.856,alive,Airbag,Yes,FALSE,Male,20,1998,1993,NoDeploy,Driver,1
8018,25-39,3.856,alive,Airbag,Yes,FALSE,Male,19,1998,1993,NoDeploy,Passenger,0
8019, 10-24,3.856,alive,Airbag,Yes,TRUE,Female,51,1998,1995,Deploy,Driver,1
8020,25-39,8.918,alive,No Airbag,No,FALSE,Female,25,1998,1988,Unavailable,Driver,3
8021, 10-24,8.918,alive,No Airbag,Yes,TRUE,Male,43,1998,1985,Unavailable,Driver,2
8022,25-39,325.122,alive,No Airbag,Yes,TRUE,Male,45,1998,1983,Unavailable,Driver,1
8023,25-39,325.122,alive,No Airbag,Yes,TRUE,Male,19,1998,1983,Unavailable,Passenger,1
8024, 10-24,325.122,alive,No Airbag,Yes,FALSE,Female,23,1998,1989,Unavailable,Driver,1
8025, 10-24,3.015,alive,Airbag,Yes,FALSE,Male,61,1998,1993,Deploy,Driver,1
8026, 10-24,3.015,alive,No Airbag,Yes,FALSE,Female,62,1998,1993,Unavailable,Passenger,1
8027, 10-24,3.015,alive,Airbag,Yes,TRUE,Male,20,1998,1996,Deploy,Driver,0
8028, 10-24,3.015,alive,Airbag,Yes,TRUE,Male,19,1998,1996,Deploy,Passenger,2
8029,25-39,3.856,alive,No Airbag,No,TRUE,Female,35,1998,1985,Unavailable,Driver,3
8030,25-39,45.021,alive,No Airbag,No,TRUE,Male,33,1998,1985,Unavailable,Driver,2
8031, 10-24,45.021,alive,No Airbag,No,TRUE,Male,22,1998,1983,Unavailable,Driver,0
8032, 10-24,45.021,alive,No Airbag,No,TRUE,Female,52,1998,1983,Unavailable,Passenger,2
8033,25-39,70.912,alive,Airbag,Yes,TRUE,Female,33,1998,1994,Deploy,Driver,2
8034,25-39,70.912,alive,No Airbag,Yes,FALSE,Female,77,1998,1987,Unavailable,Driver,1
8035,25-39,70.912,alive,Airbag,Yes,TRUE,Female,21,1998,1998,Deploy,Driver,1
8036, 10-24,354.051,alive,No Airbag,Yes,FALSE,Female,37,1998,1989,Unavailable,Driver,0
8037,40-54,3.856,alive,No Airbag,Yes,TRUE,Male,30,1998,1985,Unavailable,Passenger,2
8038,40-54,3.856,alive,No Airbag,No,TRUE,Female,29,1998,1984,Unavailable,Driver,3
8039,40-54,3.856,alive,No Airbag,No,TRUE,Male,38,1998,1984,Unavailable,Passenger,2
8040,25-39,23.954,alive,Airbag,Yes,TRUE,Male,49,1998,1997,Deploy,Driver,1
8041, 10-24,23.954,alive,No Airbag,No,TRUE,Male,45,1998,1978,Unavailable,Driver,1
8042,25-39,36.726,alive,No Airbag,Yes,FALSE,Female,19,1998,1989,Unavailable,Driver,1
8043, 10-24,36.726,alive,No Airbag,Yes,TRUE,Male,68,1998,1989,Unavailable,Driver,2
8044, 10-24,13.27,alive,Airbag,Yes,TRUE,Male,64,1998,1995,Deploy,Driver,0
8045, 10-24,13.27,alive,No Airbag,Yes,FALSE,Male,35,1998,1989,Unavailable,Driver,3
8046, 10-24,483.756,alive,No Airbag,Yes,TRUE,Male,27,1998,1989,Unavailable,Driver,0
8047,40-54,3.015,alive,No Airbag,No,TRUE,Male,21,1998,1977,Unavailable,Driver,2
8048,40-54,3.015,alive,No Airbag,No,TRUE,Male,25,1998,1977,Unavailable,Passenger,2
